GeneName	RMS.FPNormalsStatus	RMS.FNNormalsStatus	EWSNormalsStatus	ASPSNormalsStatus	DSRCTNormalsStatus	HBLNormalsStatus	MLNormalsStatus	NB.MYCN.NANormalsStatus	NB.MYCN.ANormalsStatus	NB.UnknownNormalsStatus	OSNormalsStatus	SSNormalsStatus	TeratomaNormalsStatus	UDSNormalsStatus	YSTNormalsStatus	WTNormalsStatus	CCSKNormalsStatus	RowSum
COL8A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NXPE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHLDB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRPRB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCEH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCTA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UCN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STXBP5L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILDR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLIT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA5B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC26A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP10D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CISD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FABP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLRA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4V2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRD5A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM105A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSMR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT3A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GZMA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHFPL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEGF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIPF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLRA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TENM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNMB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDKAL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRTM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFRA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGD2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCUBE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPBG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAAR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAAR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC18B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGFR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC12A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLGN4X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXorf36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL2RG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPN1MW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSGALNACT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPAPDC1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC26A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VLDLR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGMAR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTRK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPPR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR13C4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGCG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STOM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASTN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SURF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOTCH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM171A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDHR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRIT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HABP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPFFR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITPRIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNNM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC4C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMMP1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD17B12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC43A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENDOD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TENM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGTLC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FADS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS4A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS4A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GAT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EI24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIRREL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPZL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIDT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JPH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP4C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM57B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAOK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLRF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FXYD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCGR1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPHN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYPD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYPD6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPM6A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM173B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRIM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITPR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM86A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GXYLT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIP2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTI1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDNRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFSD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF144A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM45B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35F4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFRA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM132D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCHR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGAT5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM178A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYSLTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRID2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G6PC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPON1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGOLN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPOCK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC4F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTNAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARVELD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLOD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAKMIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LGI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLGN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MERTK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM87B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPCAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMTM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD8A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCOLN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA2D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDPD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JPH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROBO4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROBO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM134B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOMM70A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI3BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGPT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENPP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UCHL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DISP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OBSCN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM69A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXADR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHODL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APCDD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIEZO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPPE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP2U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTNAP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARCKS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARVELD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
